State,County,Region,Life Expectancy,Years of Potential Life Lost Rate,% Children in Poverty,% Food Insecure,% Some College,% Fair or Poor Health,% Unemployed,% Uninsured
North Carolina,Greene,South,74.9,9574.0,30.0,17.0,45.0,25.0,2.9,18.0
North Carolina,Guilford,South,76.2,9267.0,21.0,14.0,72.0,18.0,3.9,10.0
North Carolina,Halifax,South,70.4,15815.0,42.0,18.0,52.0,25.0,5.2,12.0
North Carolina,Harnett,South,74.6,10064.0,18.0,15.0,66.0,20.0,3.9,12.0
North Carolina,Haywood,South,74.6,10920.0,17.0,15.0,65.0,16.0,3.0,12.0
North Carolina,Henderson,South,77.4,8875.0,16.0,15.0,65.0,16.0,2.9,14.0
North Carolina,Hertford,South,72.2,13851.0,32.0,16.0,53.0,25.0,4.7,12.0
North Carolina,Hoke,South,72.7,12067.0,24.0,16.0,65.0,21.0,4.4,11.0
North Carolina,Hyde,South,77.9,8578.0,31.0,22.0,55.0,25.0,5.8,19.0
North Carolina,Iredell,South,76.6,8077.0,12.0,13.0,68.0,16.0,3.2,10.0
North Carolina,Jackson,South,76.3,10730.0,21.0,17.0,55.0,17.0,3.6,16.0
North Carolina,Johnston,South,76.5,8163.0,14.0,13.0,66.0,18.0,3.2,13.0
North Carolina,Jones,South,72.4,12786.0,30.0,16.0,57.0,22.0,3.2,14.0
North Carolina,Lee,South,73.7,12122.0,23.0,16.0,64.0,21.0,4.0,14.0
North Carolina,Lenoir,South,70.9,14785.0,32.0,18.0,54.0,23.0,3.4,13.0
North Carolina,Lincoln,South,76.2,8826.0,13.0,14.0,64.0,17.0,3.0,10.0
North Carolina,McDowell,South,74.3,10422.0,20.0,17.0,55.0,23.0,3.2,14.0
North Carolina,Macon,South,75.4,10667.0,21.0,17.0,65.0,17.0,3.2,16.0
North Carolina,Madison,South,74.7,11509.0,20.0,16.0,55.0,19.0,3.2,11.0
North Carolina,Martin,South,71.1,14543.0,31.0,17.0,60.0,23.0,4.4,13.0
North Carolina,Mecklenburg,South,78.8,6929.0,14.0,12.0,77.0,16.0,3.4,11.0
North Carolina,Mitchell,South,74.1,10459.0,20.0,17.0,70.0,17.0,3.6,11.0
North Carolina,Montgomery,South,72.3,14448.0,21.0,16.0,47.0,20.0,3.6,16.0
North Carolina,Moore,South,77.0,9156.0,13.0,13.0,75.0,14.0,3.4,10.0
North Carolina,Nash,South,73.5,11979.0,21.0,14.0,54.0,21.0,4.6,14.0
North Carolina,New Hanover,South,77.6,8454.0,16.0,14.0,78.0,14.0,3.1,11.0
North Carolina,Northampton,South,72.0,14714.0,32.0,15.0,63.0,23.0,4.6,10.0
North Carolina,Onslow,South,74.1,10505.0,16.0,16.0,68.0,17.0,4.0,9.0
North Carolina,Orange,South,81.6,5802.0,8.0,12.0,85.0,12.0,2.9,8.0
North Carolina,Pamlico,South,73.8,13808.0,25.0,15.0,59.0,18.0,3.3,12.0
North Carolina,Pasquotank,South,73.8,11395.0,23.0,13.0,65.0,18.0,4.1,10.0
North Carolina,Pender,South,75.7,9267.0,14.0,14.0,69.0,18.0,3.2,12.0
North Carolina,Perquimans,South,73.7,13273.0,25.0,16.0,61.0,17.0,4.0,11.0
North Carolina,Person,South,74.8,10159.0,19.0,16.0,63.0,22.0,3.5,11.0
North Carolina,Pitt,South,74.9,10748.0,23.0,16.0,73.0,18.0,3.9,10.0
North Carolina,Polk,South,76.5,10657.0,20.0,15.0,60.0,13.0,3.3,12.0
North Carolina,Randolph,South,72.9,12479.0,21.0,16.0,54.0,21.0,3.6,13.0
North Carolina,Richmond,South,68.7,17666.0,31.0,18.0,55.0,22.0,4.6,12.0
North Carolina,Robeson,South,67.9,18938.0,38.0,20.0,46.0,27.0,5.0,15.0
North Carolina,Rockingham,South,71.9,13516.0,19.0,17.0,55.0,21.0,4.0,13.0
North Carolina,Rowan,South,72.7,12312.0,21.0,16.0,59.0,19.0,3.4,11.0
North Carolina,Rutherford,South,71.9,13778.0,20.0,18.0,57.0,21.0,4.6,12.0
North Carolina,Sampson,South,72.7,12312.0,26.0,17.0,55.0,23.0,3.5,17.0
North Carolina,Scotland,South,69.5,16835.0,43.0,19.0,47.0,25.0,6.3,11.0
North Carolina,Stanly,South,74.1,10233.0,15.0,15.0,61.0,18.0,3.0,13.0
North Carolina,Stokes,South,73.7,12067.0,15.0,16.0,60.0,18.0,3.1,10.0
North Carolina,Surry,South,73.7,10742.0,16.0,18.0,60.0,21.0,3.2,13.0
North Carolina,Swain,South,67.3,19177.0,23.0,18.0,54.0,22.0,2.9,19.0
North Carolina,Transylvania,South,79.1,7665.0,18.0,15.0,63.0,14.0,3.2,14.0
North Carolina,Tyrrell,South,76.0,9473.0,30.0,16.0,32.0,20.0,5.1,16.0
North Carolina,Union,South,78.5,6696.0,10.0,11.0,71.0,14.0,3.0,10.0
North Carolina,Vance,South,70.1,16711.0,37.0,16.0,48.0,23.0,5.4,13.0
North Carolina,Wake,South,81.0,5322.0,8.0,11.0,82.0,13.0,3.0,9.0
North Carolina,Warren,South,73.0,14445.0,31.0,17.0,49.0,25.0,5.4,15.0
North Carolina,Washington,South,71.2,16100.0,36.0,18.0,53.0,24.0,4.8,12.0
North Carolina,Watauga,South,79.4,6649.0,12.0,15.0,76.0,16.0,3.0,12.0
North Carolina,Wayne,South,73.2,11854.0,22.0,16.0,61.0,20.0,3.7,14.0
North Carolina,Wilkes,South,73.7,12047.0,21.0,18.0,56.0,21.0,3.7,13.0
North Carolina,Wilson,South,72.6,12403.0,27.0,17.0,55.0,24.0,4.9,13.0
North Carolina,Yadkin,South,73.6,12330.0,18.0,16.0,58.0,20.0,3.1,13.0
North Carolina,Yancey,South,76.0,8897.0,22.0,17.0,59.0,17.0,3.1,13.0
North Dakota,Adams,Midwest,77.1,,13.0,10.0,65.0,17.0,1.8,8.0
North Dakota,Barnes,Midwest,77.2,7642.0,11.0,9.0,72.0,14.0,2.1,6.0
North Dakota,Benson,Midwest,60.1,35011.0,28.0,15.0,57.0,25.0,2.7,7.0
North Dakota,Bottineau,Midwest,80.3,5598.0,12.0,8.0,67.0,17.0,2.4,8.0
North Dakota,Bowman,Midwest,79.0,,11.0,7.0,74.0,16.0,1.3,9.0
North Dakota,Burke,Midwest,81.4,,9.0,6.0,67.0,13.0,1.6,7.0
North Dakota,Burleigh,Midwest,79.4,6798.0,7.0,7.0,76.0,13.0,1.7,6.0
North Dakota,Cass,Midwest,79.1,6730.0,8.0,8.0,82.0,14.0,1.7,7.0
North Dakota,Cavalier,Midwest,80.6,,11.0,8.0,84.0,14.0,2.2,6.0
North Dakota,Dickey,Midwest,76.9,6934.0,13.0,8.0,71.0,16.0,1.7,9.0
North Dakota,Divide,Midwest,81.8,,12.0,6.0,71.0,15.0,1.2,7.0
North Dakota,Dunn,Midwest,77.2,10631.0,15.0,7.0,58.0,16.0,1.1,10.0
North Dakota,Eddy,Midwest,74.4,,11.0,12.0,73.0,18.0,2.6,8.0
North Dakota,Emmons,Midwest,77.0,,15.0,8.0,76.0,14.0,4.1,8.0
North Dakota,Foster,Midwest,77.2,,10.0,7.0,85.0,14.0,1.8,8.0
North Dakota,Golden Valley,Midwest,85.3,,16.0,10.0,79.0,16.0,1.6,7.0
North Dakota,Grand Forks,Midwest,78.6,6701.0,9.0,9.0,79.0,16.0,1.7,6.0
North Dakota,Grant,Midwest,76.6,,23.0,9.0,75.0,19.0,1.6,6.0
North Dakota,Griggs,Midwest,81.6,,16.0,7.0,67.0,14.0,1.9,6.0
North Dakota,Hettinger,Midwest,77.9,,16.0,9.0,64.0,16.0,1.6,8.0
North Dakota,Kidder,Midwest,79.4,,16.0,10.0,69.0,16.0,3.2,8.0
North Dakota,LaMoure,Midwest,82.5,,10.0,8.0,70.0,14.0,1.8,10.0
North Dakota,Logan,Midwest,80.5,,18.0,7.0,80.0,18.0,2.3,6.0
North Dakota,McHenry,Midwest,76.1,8292.0,15.0,8.0,70.0,15.0,2.8,5.0
North Dakota,McIntosh,Midwest,76.0,,16.0,9.0,64.0,17.0,1.9,8.0
North Dakota,McKenzie,Midwest,74.3,13744.0,9.0,9.0,67.0,18.0,1.3,8.0
North Dakota,McLean,Midwest,76.8,10092.0,10.0,7.0,75.0,14.0,2.4,7.0
North Dakota,Mercer,Midwest,79.3,7938.0,8.0,8.0,76.0,15.0,2.6,7.0
North Dakota,Morton,Midwest,77.3,7421.0,10.0,7.0,72.0,16.0,2.3,7.0
North Dakota,Mountrail,Midwest,68.7,18736.0,15.0,10.0,57.0,18.0,1.2,12.0
North Dakota,Nelson,Midwest,78.4,,9.0,10.0,69.0,15.0,2.5,7.0
North Dakota,Oliver,Midwest,92.2,,15.0,8.0,82.0,15.0,3.1,6.0
North Dakota,Pembina,Midwest,77.7,9577.0,8.0,9.0,62.0,15.0,2.8,8.0
North Dakota,Pierce,Midwest,77.4,,12.0,8.0,69.0,15.0,2.5,5.0
North Dakota,Ramsey,Midwest,75.1,10641.0,15.0,12.0,67.0,15.0,2.1,8.0
North Dakota,Ransom,Midwest,78.1,7447.0,11.0,8.0,62.0,15.0,1.5,7.0
North Dakota,Renville,Midwest,75.8,,8.0,6.0,59.0,15.0,1.7,7.0
North Dakota,Richland,Midwest,81.2,7004.0,11.0,8.0,74.0,16.0,1.7,7.0
North Dakota,Rolette,Midwest,65.2,22508.0,25.0,16.0,55.0,27.0,5.5,10.0
North Dakota,Sargent,Midwest,77.6,,11.0,7.0,67.0,16.0,1.5,5.0
North Dakota,Sioux,Midwest,59.6,35129.0,39.0,21.0,39.0,37.0,2.4,7.0
North Dakota,Stark,Midwest,78.4,7622.0,9.0,8.0,68.0,16.0,1.5,8.0
North Dakota,Steele,Midwest,80.9,,11.0,8.0,71.0,14.0,2.0,6.0
North Dakota,Stutsman,Midwest,78.2,7083.0,11.0,11.0,62.0,16.0,1.8,7.0
North Dakota,Towner,Midwest,78.6,,13.0,10.0,66.0,19.0,2.0,10.0
North Dakota,Traill,Midwest,78.3,6992.0,7.0,7.0,70.0,14.0,1.7,6.0
North Dakota,Walsh,Midwest,78.6,6772.0,12.0,8.0,62.0,18.0,2.9,11.0
North Dakota,Ward,Midwest,77.5,7781.0,9.0,8.0,70.0,15.0,2.1,6.0
North Dakota,Wells,Midwest,80.0,,15.0,9.0,50.0,14.0,2.8,7.0
North Dakota,Williams,Midwest,77.9,8180.0,9.0,8.0,56.0,16.0,1.6,10.0
Ohio,Adams,Midwest,70.6,14358.0,26.0,20.0,51.0,23.0,5.0,9.0
Ohio,Allen,Midwest,74.3,10482.0,19.0,14.0,59.0,22.0,3.7,7.0
Ohio,Ashland,Midwest,75.3,9329.0,19.0,14.0,51.0,20.0,3.4,8.0
Ohio,Ashtabula,Midwest,73.7,10961.0,28.0,17.0,46.0,22.0,4.0,9.0
Ohio,Athens,Midwest,74.7,9988.0,21.0,18.0,72.0,18.0,4.4,8.0
Ohio,Auglaize,Midwest,76.6,7619.0,10.0,12.0,67.0,17.0,2.6,5.0
Ohio,Belmont,Midwest,74.1,10341.0,21.0,16.0,54.0,22.0,4.4,7.0
Ohio,Brown,Midwest,72.6,12369.0,23.0,17.0,49.0,21.0,4.1,8.0
Ohio,Butler,Midwest,75.4,9596.0,13.0,13.0,64.0,19.0,3.2,7.0
Ohio,Carroll,Midwest,75.0,9631.0,19.0,15.0,46.0,22.0,3.9,9.0
Ohio,Champaign,Midwest,75.7,8612.0,12.0,13.0,55.0,19.0,3.2,7.0
Ohio,Clark,Midwest,72.3,12878.0,21.0,16.0,58.0,22.0,3.6,8.0
Ohio,Clermont,Midwest,76.3,8757.0,11.0,13.0,67.0,17.0,3.2,6.0
Ohio,Clinton,Midwest,73.0,12168.0,16.0,16.0,58.0,20.0,4.0,6.0
Ohio,Columbiana,Midwest,74.0,10611.0,20.0,16.0,52.0,21.0,4.2,9.0
Ohio,Coshocton,Midwest,74.3,10619.0,22.0,18.0,49.0,21.0,4.5,10.0
Ohio,Crawford,Midwest,73.4,11001.0,17.0,16.0,54.0,22.0,4.3,8.0
Ohio,Cuyahoga,Midwest,75.4,10171.0,23.0,15.0,70.0,20.0,3.8,7.0
Ohio,Darke,Midwest,75.5,9154.0,11.0,14.0,54.0,19.0,3.1,7.0
Ohio,Defiance,Midwest,76.2,8496.0,13.0,13.0,61.0,18.0,3.5,7.0
Ohio,Delaware,Midwest,81.1,4329.0,6.0,9.0,84.0,12.0,2.8,4.0
Ohio,Erie,Midwest,75.1,10181.0,19.0,14.0,62.0,16.0,4.4,6.0
Ohio,Fairfield,Midwest,76.4,8090.0,11.0,12.0,67.0,19.0,3.1,6.0
Ohio,Fayette,Midwest,72.7,11760.0,18.0,17.0,48.0,23.0,3.6,9.0
Ohio,Franklin,Midwest,75.5,9722.0,20.0,14.0,72.0,18.0,3.1,8.0
Ohio,Fulton,Midwest,76.4,8021.0,11.0,13.0,62.0,20.0,3.5,6.0
Ohio,Gallia,Midwest,71.7,13985.0,24.0,17.0,56.0,21.0,4.3,8.0
Ohio,Geauga,Midwest,80.0,5581.0,6.0,11.0,66.0,16.0,3.1,9.0
Ohio,Greene,Midwest,77.3,7701.0,11.0,13.0,79.0,15.0,3.2,5.0
Ohio,Guernsey,Midwest,72.5,12334.0,22.0,17.0,50.0,23.0,4.3,8.0
Ohio,Hamilton,Midwest,75.5,9669.0,17.0,13.0,73.0,20.0,3.2,6.0
Ohio,Hancock,Midwest,76.1,8447.0,11.0,13.0,68.0,17.0,2.9,6.0
Ohio,Hardin,Midwest,71.8,12366.0,18.0,16.0,47.0,25.0,3.8,9.0
Ohio,Harrison,Midwest,72.6,11998.0,20.0,16.0,47.0,20.0,4.1,9.0
Ohio,Henry,Midwest,76.0,8405.0,11.0,13.0,62.0,19.0,4.2,6.0
Ohio,Highland,Midwest,73.1,11714.0,18.0,17.0,53.0,23.0,4.6,9.0
Ohio,Hocking,Midwest,72.6,12743.0,22.0,17.0,56.0,24.0,3.7,8.0
Ohio,Holmes,Midwest,78.2,6124.0,10.0,12.0,22.0,25.0,2.8,35.0
Ohio,Huron,Midwest,74.2,10506.0,20.0,15.0,55.0,18.0,4.5,8.0
Ohio,Jackson,Midwest,71.2,13453.0,22.0,18.0,44.0,22.0,4.6,8.0
Ohio,Jefferson,Midwest,71.8,13984.0,22.0,18.0,64.0,20.0,5.1,6.0
Ohio,Knox,Midwest,76.3,7936.0,14.0,15.0,58.0,17.0,3.3,9.0
Ohio,Lake,Midwest,77.0,7979.0,15.0,13.0,70.0,16.0,3.4,6.0
Ohio,Lawrence,Midwest,70.0,15074.0,21.0,19.0,53.0,24.0,4.1,7.0
Ohio,Licking,Midwest,75.9,8469.0,12.0,13.0,67.0,18.0,3.1,6.0
Ohio,Logan,Midwest,75.7,8349.0,15.0,13.0,55.0,20.0,3.0,6.0
Ohio,Lorain,Midwest,76.0,9275.0,15.0,15.0,65.0,20.0,3.8,7.0
Ohio,Lucas,Midwest,73.4,11817.0,24.0,16.0,65.0,22.0,4.2,7.0
Ohio,Madison,Midwest,76.2,7956.0,12.0,13.0,53.0,20.0,3.0,7.0
Ohio,Mahoning,Midwest,73.4,12041.0,28.0,16.0,61.0,20.0,4.2,6.0
Ohio,Marion,Midwest,73.7,11206.0,20.0,17.0,47.0,22.0,3.4,7.0
Ohio,Medina,Midwest,79.0,5777.0,9.0,11.0,74.0,15.0,3.1,6.0
Ohio,Meigs,Midwest,70.8,14804.0,30.0,19.0,43.0,24.0,5.4,9.0
Ohio,Mercer,Midwest,77.4,7561.0,8.0,11.0,71.0,18.0,2.3,7.0
Ohio,Miami,Midwest,76.0,8584.0,11.0,12.0,61.0,15.0,3.2,6.0
Ohio,Monroe,Midwest,73.6,11678.0,22.0,17.0,49.0,22.0,5.5,8.0
Ohio,Montgomery,Midwest,73.3,12141.0,22.0,15.0,69.0,20.0,3.8,8.0
Ohio,Morgan,Midwest,73.3,11251.0,22.0,18.0,54.0,20.0,4.5,9.0
Ohio,Morrow,Midwest,76.5,9093.0,13.0,14.0,49.0,23.0,3.5,8.0
Ohio,Muskingum,Midwest,74.4,10314.0,24.0,16.0,55.0,19.0,3.8,7.0
Ohio,Noble,Midwest,80.7,8740.0,15.0,18.0,40.0,22.0,4.9,9.0
Ohio,Ottawa,Midwest,76.6,8724.0,12.0,14.0,67.0,16.0,4.8,7.0
Ohio,Paulding,Midwest,76.9,7074.0,14.0,14.0,56.0,21.0,3.1,8.0
Ohio,Perry,Midwest,73.4,11571.0,18.0,16.0,50.0,21.0,4.0,8.0
Ohio,Pickaway,Midwest,74.4,9732.0,15.0,15.0,53.0,18.0,3.3,7.0
Ohio,Pike,Midwest,69.7,16409.0,26.0,20.0,43.0,24.0,4.6,7.0
Ohio,Portage,Midwest,76.4,8136.0,15.0,13.0,65.0,17.0,3.5,6.0
Ohio,Preble,Midwest,74.5,9640.0,15.0,13.0,54.0,20.0,3.1,6.0
Ohio,Putnam,Midwest,78.2,6060.0,6.0,10.0,73.0,16.0,2.6,6.0
Ohio,Richland,Midwest,74.0,11193.0,20.0,15.0,52.0,20.0,4.1,7.0
Ohio,Ross,Midwest,72.2,12209.0,23.0,16.0,51.0,22.0,3.4,7.0
Ohio,Sandusky,Midwest,75.2,9229.0,14.0,15.0,56.0,20.0,3.5,6.0
Ohio,Scioto,Midwest,69.2,16720.0,24.0,21.0,51.0,23.0,4.8,7.0
Ohio,Seneca,Midwest,74.8,9987.0,17.0,14.0,61.0,20.0,3.6,6.0
Ohio,Shelby,Midwest,74.9,9916.0,15.0,14.0,59.0,19.0,3.1,7.0
Ohio,Stark,Midwest,75.1,9698.0,17.0,15.0,64.0,16.0,3.7,6.0
Ohio,Summit,Midwest,75.3,9664.0,20.0,14.0,70.0,18.0,3.7,7.0
Ohio,Trumbull,Midwest,73.5,11710.0,25.0,17.0,52.0,22.0,4.4,9.0
Ohio,Tuscarawas,Midwest,74.6,9807.0,17.0,15.0,49.0,22.0,3.6,9.0
Ohio,Union,Midwest,78.5,5567.0,5.0,10.0,74.0,13.0,2.8,4.0
Ohio,Van Wert,Midwest,75.5,9043.0,14.0,13.0,63.0,18.0,2.8,6.0
Ohio,Vinton,Midwest,67.6,19460.0,27.0,19.0,57.0,26.0,4.8,9.0
Ohio,Warren,Midwest,78.2,6327.0,6.0,10.0,74.0,14.0,3.0,4.0
Ohio,Washington,Midwest,74.7,10492.0,16.0,16.0,62.0,21.0,4.2,8.0
Ohio,Wayne,Midwest,75.8,8918.0,12.0,13.0,54.0,18.0,2.8,13.0
Ohio,Williams,Midwest,76.3,8265.0,14.0,14.0,58.0,19.0,3.1,7.0
Ohio,Wood,Midwest,77.4,6563.0,9.0,14.0,75.0,16.0,3.2,5.0
Ohio,Wyandot,Midwest,76.1,8016.0,12.0,12.0,58.0,16.0,2.6,6.0
Oklahoma,Adair,South,69.3,16046.0,31.0,20.0,40.0,30.0,3.8,16.0
Oklahoma,Alfalfa,South,77.7,7651.0,22.0,14.0,48.0,19.0,2.7,15.0
Oklahoma,Atoka,South,72.9,12958.0,24.0,18.0,41.0,26.0,3.8,18.0
Oklahoma,Beaver,South,76.5,10015.0,19.0,13.0,55.0,20.0,2.1,20.0
Oklahoma,Beckham,South,72.1,11753.0,30.0,17.0,41.0,22.0,3.0,16.0
Oklahoma,Blaine,South,70.3,15377.0,22.0,15.0,44.0,24.0,2.3,15.0
Oklahoma,Bryan,South,72.2,12725.0,22.0,17.0,53.0,22.0,2.9,17.0
Oklahoma,Caddo,South,69.0,16065.0,23.0,18.0,38.0,27.0,3.4,16.0
Oklahoma,Canadian,South,77.7,7145.0,9.0,12.0,69.0,16.0,2.7,10.0
Oklahoma,Carter,South,71.7,12499.0,23.0,17.0,55.0,22.0,3.7,16.0
Oklahoma,Cherokee,South,73.0,12008.0,24.0,19.0,60.0,25.0,3.5,17.0
Oklahoma,Choctaw,South,68.3,17858.0,31.0,21.0,50.0,26.0,3.9,15.0
Oklahoma,Cimarron,South,76.6,,27.0,16.0,44.0,19.0,2.0,15.0
Oklahoma,Cleveland,South,77.6,7690.0,14.0,14.0,70.0,18.0,2.8,12.0
Oklahoma,Coal,South,70.0,15140.0,30.0,20.0,43.0,27.0,4.0,19.0
Oklahoma,Comanche,South,73.2,11410.0,26.0,17.0,59.0,22.0,3.9,13.0
Oklahoma,Cotton,South,71.1,12788.0,23.0,19.0,56.0,24.0,3.1,14.0
Oklahoma,Craig,South,72.5,11484.0,28.0,19.0,41.0,27.0,3.4,15.0
Oklahoma,Creek,South,72.8,12169.0,20.0,15.0,53.0,20.0,3.4,13.0
Oklahoma,Custer,South,72.8,10914.0,21.0,14.0,61.0,20.0,2.8,15.0
Oklahoma,Delaware,South,72.5,13171.0,30.0,18.0,43.0,24.0,3.3,18.0
Oklahoma,Dewey,South,73.0,9824.0,18.0,15.0,48.0,21.0,2.0,15.0
Oklahoma,Ellis,South,72.9,14087.0,19.0,16.0,47.0,20.0,2.3,15.0
Oklahoma,Garfield,South,72.7,11681.0,21.0,16.0,51.0,21.0,3.2,16.0
Oklahoma,Garvin,South,70.5,14332.0,22.0,16.0,45.0,23.0,3.1,16.0
Oklahoma,Grady,South,74.1,10560.0,16.0,15.0,54.0,19.0,2.9,13.0
Oklahoma,Grant,South,73.5,10866.0,18.0,15.0,49.0,24.0,2.0,14.0
Oklahoma,Greer,South,73.1,9764.0,31.0,17.0,42.0,24.0,3.8,12.0
Oklahoma,Harmon,South,68.8,17825.0,37.0,16.0,49.0,23.0,2.6,18.0
Oklahoma,Harper,South,78.2,,17.0,15.0,58.0,20.0,2.3,18.0
Oklahoma,Haskell,South,70.8,14130.0,25.0,20.0,49.0,26.0,4.8,16.0
Oklahoma,Hughes,South,69.4,16289.0,30.0,19.0,43.0,26.0,4.0,15.0
Oklahoma,Jackson,South,73.0,11788.0,23.0,16.0,62.0,22.0,2.9,14.0
Oklahoma,Jefferson,South,71.6,12513.0,35.0,21.0,43.0,25.0,3.6,15.0
Oklahoma,Johnston,South,71.3,13634.0,25.0,21.0,52.0,26.0,3.8,14.0
Oklahoma,Kay,South,71.8,13038.0,27.0,17.0,54.0,21.0,3.6,14.0
Oklahoma,Kingfisher,South,76.7,7638.0,16.0,14.0,55.0,20.0,2.3,18.0
Oklahoma,Kiowa,South,70.1,14449.0,30.0,20.0,52.0,25.0,3.6,14.0
Oklahoma,Latimer,South,73.2,13194.0,29.0,19.0,48.0,27.0,4.7,14.0
Oklahoma,Le Flore,South,71.0,13655.0,25.0,19.0,44.0,26.0,4.0,19.0
Oklahoma,Lincoln,South,74.2,10343.0,31.0,16.0,48.0,22.0,3.2,16.0
Oklahoma,Logan,South,77.9,7691.0,14.0,14.0,63.0,19.0,3.1,13.0
Oklahoma,Love,South,72.5,11673.0,19.0,17.0,47.0,21.0,2.7,16.0
Oklahoma,McClain,South,75.6,8739.0,13.0,12.0,62.0,19.0,2.9,14.0
Oklahoma,McCurtain,South,68.2,17783.0,29.0,19.0,47.0,28.0,4.2,16.0
Oklahoma,McIntosh,South,70.7,14640.0,28.0,20.0,40.0,25.0,5.4,17.0
Oklahoma,Major,South,74.1,10913.0,17.0,14.0,50.0,19.0,2.6,17.0
Oklahoma,Marshall,South,73.3,11482.0,19.0,18.0,46.0,26.0,3.2,19.0
Oklahoma,Mayes,South,72.2,12606.0,23.0,18.0,52.0,24.0,3.2,14.0
Oklahoma,Murray,South,72.0,12185.0,18.0,17.0,44.0,21.0,3.4,16.0
Oklahoma,Muskogee,South,70.1,14215.0,27.0,18.0,52.0,22.0,3.9,15.0
Oklahoma,Noble,South,74.2,10225.0,17.0,14.0,59.0,19.0,2.6,12.0
Oklahoma,Nowata,South,72.0,13633.0,25.0,17.0,51.0,23.0,3.0,14.0
Oklahoma,Okfuskee,South,68.8,16294.0,28.0,21.0,41.0,27.0,4.1,15.0
Oklahoma,Oklahoma,South,73.8,10807.0,22.0,15.0,66.0,21.0,3.2,15.0
Oklahoma,Okmulgee,South,69.9,15058.0,26.0,18.0,56.0,24.0,4.2,15.0
Oklahoma,Osage,South,75.8,10240.0,19.0,15.0,54.0,21.0,3.7,14.0
Oklahoma,Ottawa,South,69.8,15080.0,27.0,19.0,54.0,26.0,3.0,16.0
Oklahoma,Pawnee,South,71.4,13688.0,22.0,16.0,44.0,20.0,3.5,14.0
Oklahoma,Payne,South,75.9,9054.0,20.0,17.0,69.0,20.0,3.0,14.0
Oklahoma,Pittsburg,South,71.3,13462.0,24.0,19.0,53.0,23.0,4.5,16.0
Oklahoma,Pontotoc,South,71.7,13577.0,16.0,15.0,60.0,22.0,3.1,16.0
Oklahoma,Pottawatomie,South,71.7,12618.0,22.0,17.0,55.0,23.0,3.6,14.0
Oklahoma,Pushmataha,South,68.6,17666.0,30.0,21.0,43.0,27.0,3.9,16.0
Oklahoma,Roger Mills,South,74.7,12123.0,27.0,15.0,61.0,20.0,2.4,13.0
Oklahoma,Rogers,South,75.9,8219.0,12.0,14.0,58.0,18.0,2.9,13.0
Oklahoma,Seminole,South,69.0,16302.0,25.0,21.0,50.0,26.0,4.8,18.0
Oklahoma,Sequoyah,South,70.3,14517.0,33.0,19.0,50.0,27.0,3.7,17.0
Oklahoma,Stephens,South,73.9,10562.0,20.0,18.0,46.0,22.0,3.5,14.0
Oklahoma,Texas,South,75.8,8313.0,15.0,17.0,50.0,25.0,2.1,19.0
Oklahoma,Tillman,South,71.8,12605.0,29.0,18.0,45.0,26.0,4.7,18.0
Oklahoma,Tulsa,South,74.4,10466.0,20.0,15.0,64.0,20.0,3.2,14.0
Oklahoma,Wagoner,South,76.4,8869.0,12.0,14.0,64.0,18.0,3.2,12.0
Oklahoma,Washington,South,74.9,9628.0,19.0,16.0,60.0,22.0,3.4,13.0
Oklahoma,Washita,South,71.5,13689.0,22.0,16.0,51.0,22.0,3.1,15.0
Oklahoma,Woods,South,76.0,8721.0,19.0,15.0,54.0,19.0,1.9,13.0
Oklahoma,Woodward,South,74.8,9578.0,19.0,16.0,46.0,22.0,3.0,17.0
Oregon,Baker,West,75.2,10080.0,20.0,15.0,66.0,19.0,4.3,7.0
Oregon,Benton,West,82.4,4158.0,12.0,13.0,83.0,15.0,3.0,6.0
Oregon,Clackamas,West,79.9,5882.0,7.0,10.0,75.0,14.0,3.4,6.0
Oregon,Clatsop,West,76.7,9302.0,19.0,14.0,68.0,15.0,3.7,9.0
Oregon,Columbia,West,77.6,7769.0,12.0,12.0,56.0,18.0,4.4,7.0
Oregon,Coos,West,74.8,10129.0,21.0,16.0,55.0,18.0,4.5,7.0
Oregon,Crook,West,78.0,7740.0,17.0,12.0,65.0,18.0,5.5,6.0
Oregon,Curry,West,73.9,11473.0,23.0,15.0,57.0,20.0,4.6,8.0
Oregon,Deschutes,West,80.9,5427.0,10.0,11.0,75.0,14.0,3.7,7.0
Oregon,Douglas,West,74.5,10750.0,21.0,15.0,59.0,20.0,4.7,7.0
Oregon,Gilliam,West,76.4,,15.0,13.0,60.0,17.0,4.2,8.0
Oregon,Grant,West,79.7,6071.0,21.0,16.0,63.0,19.0,5.0,8.0
Oregon,Harney,West,76.1,9730.0,21.0,15.0,59.0,21.0,4.2,8.0
Oregon,Hood River,West,80.8,5187.0,13.0,10.0,67.0,17.0,3.0,12.0
Oregon,Jackson,West,77.3,8096.0,14.0,14.0,64.0,20.0,4.3,8.0
Oregon,Jefferson,West,73.6,12476.0,19.0,15.0,55.0,20.0,4.6,8.0
Oregon,Josephine,West,74.6,10791.0,21.0,16.0,58.0,20.0,5.1,8.0
Oregon,Klamath,West,73.3,11782.0,24.0,16.0,58.0,20.0,5.2,9.0
Oregon,Lake,West,75.7,8124.0,21.0,17.0,57.0,21.0,5.0,10.0
Oregon,Lane,West,77.1,8116.0,14.0,15.0,70.0,20.0,4.0,8.0
